,duration,parseHTML,javaScript,javaScriptCompile,styles,updateLayerTree,layout,paint,raster,composite,domContentLoaded,loadTime,firstPaint,forcedRecalcs,lcp,fid
run0,8941.481999993324,253.78300000000783,3.6269999999999993,0.078,525.1279999999998,0,449.711,382.69899999999996,0,0,6046.030000030994,6046.465000033379,0,2,5761.299999952316,13.100000023841858,
run1,7735.084999978542,264.2730000000094,3.9150000000000067,0.061,517.522,0,453.871,391.0200000000001,0,0,4856.101999998093,4856.454999983311,0,2,4540.5,14.900000035762787,
run2,7554.832000017166,264.64100000000604,4.188000000000002,0.061,516.635,0,448.714,361.12499999999994,0,0,4855.036000013351,4855.337999999523,0,2,4559,12.400000035762787,
run3,8977.939999997616,314.89100000000224,4.023000000000001,0.091,652.8270000000001,0,549.2399999999999,378.47700000000003,0,0,6120.629000008106,6120.884000003338,0,2,5693,28.399999976158142,
run4,8664.253999948502,308.1620000000057,4.755000000000016,0.088,647.5709999999997,0,539.0310000000001,421.632,0,0,5815.889999985695,5816.292999982834,0,2,5414,12.900000035762787,
run5,8440.879000008106,295.9760000000018,4.361000000000008,0.113,660.8059999999999,0,555.336,414.145,0,0,5533,5533.2930000424385,0,2,5163.099999964237,13.400000035762787,
run6,8333.92199999094,307.4640000000024,4.7490000000000085,0.117,569.0720000000003,0,521.2249999999999,359.725,0,0,5466.801999986172,5467.185000002384,0,2,5031.700000047684,32.90000003576279,
run7,8876.472999989986,307.7880000000029,4.315,0.081,622.2069999999999,0,571.705,399.305,0,0,5973.391000032425,5973.667999982834,0,2,5503,18.599999964237213,
run8,8401.799000024796,298.60300000000376,4.215000000000002,0.066,620.9140000000001,0,579.521,362.64499999999987,0,0,5576.375,5576.6669999957085,0,2,5176.5,12.100000023841858,
run9,8469.82600003481,299.8060000000007,4.352,0.07,663.238,0,546.9330000000001,386.009,0,0,5601.06400001049,5601.421000003815,0,2,5230.800000011921,36.30000001192093,
run10,8343,309.92799999999363,3.9389999999999934,0.109,591.1540000000001,0,524.811,336.97,0,0,5522.818000018597,5523.078999996185,0,2,5188.800000011921,13.800000011920929,
run11,8507.583999991417,299.33400000000603,4.117000000000004,0.053,642.653,0,540.6209999999999,370.359,0,0,5694.509999990463,5694.81400001049,0,2,5301.300000011921,12,
run12,8248.161000013351,300.11000000000206,4.241000000000004,0.097,606.5310000000002,0,577.044,401.946,0,0,5556.074999988079,5556.342000007629,0,2,5155.399999976158,13.800000011920929,
run13,8416.852999985218,305.7760000000068,4.665000000000012,0.073,642.5920000000001,0,533.376,371.859,0,0,5519.579999983311,5519.929000020027,0,2,5163.300000011921,33.5,
run14,8477.189999997616,309.10900000000544,4.751000000000002,0.14,623.7420000000002,0,562.1999999999998,434.31399999999996,0,0,5622.545000016689,5622.8889999985695,0,2,5224.700000047684,13.199999988079071,
run15,8389.814999997616,307.3260000000038,4.080000000000017,0.11,628.337,0,582.9350000000001,421.85200000000003,0,0,5537.532999992371,5537.776999950409,0,2,5167.299999952316,12.399999976158142,
